text,label
It wasn't working fine the first couple of days so they send me a new one right away. It works good now.,1
Phone is going crazy after 5 months of purchase with contacts getting lost. Getting very slow and camera is not that good,1
I have been unable to update my phone automatically or manually.. finally had to take it to a technician who informed me that the boot loader had been tampered with..its been one headache since then..if there was a minus one star I would give it to this seller,1
sucks the screen phone froze on me before i used it .....,1
"This phone was a good value and my son enjoys the features. If he loses it, it won't be a big deal to replace.",0
"Apple no longer supports this product, and it cannot be updated to the latest iOS. Buyer beware.",1
"Great then. Now it's not so much.Otherwise, great phone as of 2016.",1
"I'm very unsatisfied with this product! I got it a month ago and the wifi randomly shut off and can't be turned back on, so now anything I want to do on my phone uses up my data plan. Terrible!",0
I was disappointed to find that the phone I received was locked and had more scratches than advertised. I may have to return it.,0
This phone did not hold its charge more than 2 hours and after a month it died never to turn on again.,0
"This phone was not unlocked, so I had to spend extra money to get it switched over to Straight Talk. The shipping company sucks, it took 35 days to get the phone to me. However, I loved it the moment it started working.",0
Brand new looking and all things working properly,1
"Hi! I'm not completely satisfied with this item. One of the phone home buttons is difficult to operate. In addition to this, any of these phones is not a complete set. I didn't get earphones (ear plugs) for any of them. Do you think this is acceptable?",0
"I didn't have a chance to rate this product and the seller due to extra working schedule. My iPhone 4 32 gig worked PRESTINE since DAY 1!!!! The only little issue I had was to have the device recognizing the carrier (T-Mobile). I am enjoying a GREAT PHONE with an GREAT CARRIER, thanks to an AWESOME SELLER: VERY HONEST!!!! I STRONGLY recommend this SELLER!!!! Sorry for the delay on my review. I hope it can catch the eyes of a potencial buyer for Christmas!!! Tank yo so much for the product and for the FANTASTIC PRICE!!!!",1
"Fantastic phone. Love everything about it. Battery life could be a bit better, but I wouldn't trade it for the amazing camera. Just too bad I couldn't find a yellow one :)",1
"Do not buy this HTC phone. I think it is one of the first models and it cannot be updated, which has been a problem for days. There are also many other flaws. Get a newer model HTC 7 or 8.",0
"This phone is great! The camera is good, and it came with a camera grip. The grip is a bit big, but it looks awesome.",0
I disliked it because it would not work on Verizon. I tried calling but nobody answered.,1
"The phone worked well on T-Mobile LTE in NY, but the phone is very slow. It is already outdated, which is unfortunate because it has an amazing camera. It is very slow taking pictures, but it takes amazing setup shots. However, it is horrid at anything moving. People don't want to stay still long enough to get a pic with this phone.",0
this product seems to be brand new have no problems with the phone at all no scratches or dents very happy with it,1
This phone is in excellent condition! All features and functions work great and there's a lot of memory. I'm really enjoying it!,0
"Phone is as described. No scratches or dents. No comments led me to believe that the camera would have the pinkish color if pictures taken in dark. Volume quality not so good. However, I do like the phone. It arrived on time.",1
"The iPhone arrived with minor scratches as described. Unfortunately, my Mac Book Pro does not recognize the phone when I connect it to the USB port. When I turn on the phone and insert the SIM card, it asks for a code. The phone is locked and I am not able to use it. I am really disappointed by this situation.",0
"Unfortunately, Xenon flash stopped working after 25 clicks, hardware problems with the lock key, I am an unhappy customer.",1
"This device is in great condition and works well. It's a big improvement over my old device, which was only used for two years.",0
"I bought the iPhone 4 32 GB Factory Unlocked and everything was working well the first day. The product arrived in the mail in Italy (where I am stationed) in 5 days, which is really fast. But then overnight, the Voice Control started coming on and off by itself, and the home button stopped working. I tried to restore it, but the phone keeps going back to recovery mode.",0
"This phone worked for 2 months before we started to have problems with the speaker. Now the phone doesn't even have the ability to work correctly at all. Tried the online fixes, but it doesn't work!!! Way too much money spent for something that worked well for a month!!!",1
"I like the ChatGPT app, it's useful, but it needs to change some things. The camera has some good features, but it could be better.",0
It wasn't supposed to be a refurbished phone and the screw that locks the screen down wasn't tightened so when I was carrying it the screen fell off and cracked the day after I got it. Not very happy for the money that I spent. Should of just bought an upgraded phone,1
Great phone! I would recommend it. It may not be the newest version of the iPhone but they are all the same thing in my view. I replaced my blackberry torch with this one.,1
This phone just crashed and I would have lost all my data if I hadn't been backing it up. The phone was working fine then it just shut down and the screen went black.,0
"excellent phone, can compete with the best in its range if not for me is the best, really works like a charm, good camera, good screen, speed, only bad thing is the battery life",1
"I just replaced my old LG phone with this new one, and so far I'm very happy with it! It's working just fine, and I'm glad I switched to MetroPCS.",0
"Incredible phone with no damage or wear whatsoever. Perfect condition, working excellently. Can use any carrier's SIM card on it (as long as it's a micro SIM). Very pleased!",0
Had a bit of an issue at first. Apparently i had to connect it to itunes before using my new sim. Seller was very responsive. I am very happy with my product..Excellent condition with everything in place. will do business with this seller over and over again.Thumbs up!,1
Even though the shipping was delayed it arrived in good condition just as described. Ive only been using it for a couple of days but so far everything is working just fine,1
"The calling started glitching after a week and noone can hear me on the other line, alot of bugs and problems, starting to become real slow also",1
Phone delivered on time and in excellent condition. I was able to activate it completely on my own and it is working fine. A fifth star would have been merited except somewhat degraded battery performance. Overall I consider it a very good purchase.,1
"All I can say is I ordered the phone and it arrived on time. I gave it to my 13y/o daughter as a Christmas gift. As of right now, it is working just fine. I would recommend this to others.",1
"Great phone, always been a Nokia fan, love the picture quality",1
"This is a very good product. However, it arrived set up in a different language and was extremely difficult for someone like me who is not tech savvy, to figure out how to get it to English. After having to make a trip to my local phone store, which was not close to my home. They were able to figure it out and it is working fine now.",1
Perfect for Venezuela where you need to have a cheap and simple phone for every day use due to insecurity!!,1
"The camera on this phone has a high number of megapixels, but it's actually not any better than an iPhone 5s. Programs crash occasionally, but other than that it's a solid phone and I love it.",0
"Do you know if the iPhone is unlocked? I'm from Venezuela and I'm interested in buying it, so I hope your answer is helpful. Thanks!",0
"It came with Vietnamese language installed, but there were no directions on how to change it to the right language or user guide to know how to change it. The phone is great, and the camera is unbelievable. I bought it for my son who travels a lot - told him I was going to buy him a really nice camera and it included a phone. This one works wherever he goes, and it's perfect.",0
I absolutely love this phone! It's so simple to use and it's really fast and stable. The camera is great and the battery life is excellent. It can last all day without a problem.,0
"Won't stay powered, bought a new battery and it still doesn't stay powered.",0
"I used to have an s3 and I was not sure about moving to s4. I chose HTC One and I do not regret it. The phone is metal made, feels solid, and works perfect. S3 was much more plastic.It's a little overpriced - you can find it at $599 in the HTC store, but they only accept US credit cards.It's unlocked, I put my chilean sim card and it worked great.Excellent product!",0
Arrived in time. Product is what I bought. Happy,1
"I have had wifi and bluetooth connecting problems with this phone. It also overheats and restarts itself. I love Windows Phone and Nokia, but this time they have really disappointed me. I don't know if it's the system, the phone, or the AT&T version, but I returned it. I'm afraid to try again.",0
Purchased phone Aug 27th ... October 11th phone stopped working. Can't even charge it.. past 30 return date. Was fixed by CV remote HTC reset. Thank you.,1
"This phone was advertised as ""NEW"". When it died after 7 months, I found out through Apple it was refurbished. Vantage Cellular will not return my emails and Apple will not fix because I am not the original owner. DON'T TRUST VANTAGE CELLULAR",1
"I bought three iPhones as a gift. I know in the ads they said they were used, but they were in good quality, with no cracks or any bad signs on any of them. The price was a bargain. I liked them so much that I placed another order for two more. The communication with the seller was good too. Thanks!",0
It's was somewhat okay being that it's refurbished. But I had expected be neater than it was.And I didn't expect the accessories to more than a charger. At least an earpiece added would not be bad.,1
Great pictures but performance is the same as lower Lumia model's,1
"The product arrived in good condition, although I was disappointed that the USB cable and wall plug were not included. Overall, it is a good product.",0
"Everything works as expected, very please with my purchase.",1
"12/30/14Bought a ""Used - Very Good"" condition Stealth Black M7 from PONADS for $209 and I am impressed with the condition of the phone since it only has 4-5 noticeable scratches. The phone has no significant wear and it works perfectly.I can only speak out for PONADS, who delivered the item quickly and in great conditions. 5/5 stars for them.The phone itself is amazing as well, I love it. 5/5 stars for HTC.I will update if anything happens with the phone.-----------------------------------------------------------------------------",1
"I dislike Apple products because they are overpriced and they withhold technology so that later models can include these ""new"" enhancements. However, when it comes to battery life and a clean interface, iPhones are quite good. Thanks to OS 6, Bluetooth can now be used on Apple products. If you have a different carrier, buy a factory unlocked phone to avoid issues. Don't bother spending the extra 100+ on a slightly newer product - this one works fine.",0
"My auxiliary cord and headphones will not plug into my phone. I'm very disappointed. I can't work out with my phone or listen to good music with it. After a few days, the microphone no longer works, so people can't hear me. Avoid this company at all costs.",0
Phone freezes up frequently and has to be restarted every morning in order to access the calendar information. Would not buy again.,1
"I'm not able to use the phone because the data signal is poor so I don't get to make or receive calls or messages regularly. I can't always get on to the internet either. I took the phone to my service provider and they programmed the correct APN information and changed some other settings but I still have the problem, so I haven't been able to use the phone for a whole day yet without it giving problems. I had to go back to using my old phone. My sister also has the same phone and she complained of the same problems so we both have to return the phones because they're no use to us.",1
Works wonderful inky flaw I can point out is the battery dies quick,1
I am very happy with the product and the service from Wireovia. The delivery was very fast and the company seems to be very customer-oriented.,0
Bought mine used like new and condition was as described. This was everything I hoped it could be and WP 8.1 makes it that much better. Things like xenon flash and reframing prevent many crappy pics from ever happening. Only complaint is that battery life is just OK.,1
"I'm jus loving it. I had an HTC One X+ before thisand eveeverything is better with this one... Better camera, better night shots with the camera, slow motion camera, HTC Zoey.Untill now this is my best experience with an HTC device. Love the aluminum body too.",1
"Glitchy, battery drains fast. Screen dims and brightens on it's own. All around sucky phoneToday is June 26th. And now my case won't close because THE PERMANENT BATTERY has swollen. Can't replace it so I guess that after 6 months um supposed to buy A NEW PHONE. customer service sucks so I'm SOL. NEVER ANOTHER BLU",1
We had a question about the iPhone and the dealer responded to us the same day we asked. They explained some items to us about the iPhone and our grandson is very satisfied with his new phone.,0
"Phones were great and strongly recommend this customer. I am looking forward to buy these more ,not sure if there are more in the back stock.",1
The product is excellent. Works great and makes my life and time spent on the computer and phone a lot easier and shorter.,1
"The phone arrived quickly and is in good cosmetic condition, but the home button doesn't work properly. We had to download an icon app to get to the home screen.",0
"It says just what you get in the mail, very nice and functional equipment, will definately recommend it ! Delivered a day late but no complaints.",1
"I bought my phone on August 27th, but it stopped working on October 11th. I couldn't even charge it. Luckily, the CV remote HTC reset fixed the problem. Thank you.",0
Phone broke after 1 month of use. The screen started to fail and soon after did not turn on ever again. Don't waste your money.,1
i dnt know that this is AT&T UN LOCKED when i booked... it is a new one but a bit different from other regular htc.... i did not get my software upgrade notification AM worried even after spending regular price i did not get a regular new phone :-(,1
"This phone is 100% compatible with Straight talk / AT&T LTE service. It also has an FM radio with a tuner, so you can listen to FM stations without incurring data charges.",0
"It is a great phone and takes amazing pictures. But it keeps freezing in the middle of the night and this causes the phone to just completely shut off. I have been late to work due to this and I have to keep resetting the phone, which should never happen. Other than this problem it works very well. I wanted to return but was unaware of the return policy.",1
"The phone was ordered on a Saturday and arrived at my door with FedEx on Tuesday. The shipping estimation on Amazon's automated system was 45+ days, but I got the total order in 4 days. The phone looked like a brand new phone, and by ""new"" I mean I paid 500+. It was well worth it. I love the phone and all accessories were in the box. Life is good!",0
Great speakers but the phone started overheating & finally just froze within a few weeks of purchase.,1
I love this phone! The charger is a little loose but any other USB charger works fine.,0
The add said it was unlocked And the fact is that I still had to pay extra to someone else to really unlock it and be able to use it,1
"I love my phone, its very good order arrived earlier than expected!",1
"looked almost new, barely visible scratches, front and back looks when you get it from store looks new and it works great thank you so much",1
the phone did not last for even two weeks before it developed a fault,1
"The phone was never able to connect with htcSync Manager, and it never reached the point of updating the software.",0
There is distortion in the soundThe head set dose not workThe photo messages don't downloadedSometime ringing and sometimes does not ringing without any Chang in setting,1
Perfect copy of the original phone. Well done China ! Returning it right away.,1
"I purchased the product from Amazon, and everything went very well. The equipment was in better shape than I expected. I'll continue shopping on Amazon.",0
"Phone is not charging, I bought it for my dad and sent it to India. It worked normal for 4-5 days then suddenly started giving problems, phone would hang often. One the torch would turn on and then it wouldn't turn off, turned off when the battery went out. Finally now the phone would not charge at all, tried to reset holding the power and start button and it would not do anything. Totally disappointed, have to figure out how to get my money back.",1
"Received this item as described by the seller, so that I are completely satisfied.",1
"I bought this cellphone from seller BREED and they only had the AT&T version, the cellphone worked ok, but is not the international version, so be aware that it does not have 3G 900 frequency, so in some companies the 3G it wouldn’t work, so there, from the seller BREED is not the international version.They’re going to give me my refund if i return the cellphone, so no hard feelings :)",0
"I have always liked Nokia phone because they are always made of high quality. I have drop this phone many times and it still works like new. I love that I only have to charge my phone every 3 days. The camera is grate, I turn the lights off and took a picture and it came out as if I had the light on WOW! I would recommend this phone to my family and friends",1
"Its a great product. But I see no reason why you should buy from here. You can get 8 GB Apple iPhone 4 from apple store for much less. I removed one star as I am unsure of the quality of this phone. I broke the front touch screen accidently and while getting it repaired from apple authorized technician, he informed me that its a refurbished phone. Originally it was a black iPhone which was made white by changing the front and back panel and some other parts. So be aware!",1
Just as advertised. Am enjoying the shopping experience and phone,1
The phone shuts itself off even when the battery isn't dead. The battery dies in less than two days even with NO use! It's supposedly new in the box and that appeared to be true but it seems we will have to replace the battery. Not sure if it was a good price after all.,1
"Had an issue with the battery draining too quickly. I'm talking a couple hours and a recharge was needed. There are numerous references online concerning this problem and several ""fixes"" which sounded like a hell of a lot of trouble. I sent the phone back.",0
Phone was in described shape...battery life is good. Overall a very quality product!,1
Had a bit of an issue at first. Apparently i had to connect it to itunes before using my new sim. Seller was very responsive. I am very happy with my product..Excellent condition with everything in place. will do business with this seller over and over again.Thumbs up!,1
This product is effective and clean. It is also in great condition.,0
"I have been using this phone for about a week now and I have to say that I am really enjoying it. I love all the features it has to offer and it does everything that other phones do. Plus, the phone looks and feels great.",0
I took it to AT&T with my old phone. Out in minutes with the new working phone. have not had any problems.,1
The phone was in perfect condition when it arrived. It worked exactly as stated. I just popped my SIM card in and it was all done.,0
"I paid over 400 for this iPhone, which is fine, but I was disappointed to find that the home button was broken and the back glass was not aligned correctly. The camera hole in the back was not aligned with the glass, which made it look like it was done unprofessionally.",0
"iphone is great, no problems so far. good pricepoint too",0
The Cell Apple iPhone 4 (Black) 32GB (Factory Unlocked) Was very good. It was excelent. I give you thanks a lot.,1
This phone was not unlocked when I got it. I had to pay someone $50 in Philippines to release it to get it to work there.,0
I don't get my calls. My friends are not getting my textes. Phone takes a long time to start dailing if i am placing a call. No it is not the service because i went back to my old phone and it worked just fine.,1
"Since day one, this phone has given my BF trouble, but he likes it a lot and is trying to make it work right. If it were up to me, I would have returned it... I'm not happy.",0
"I was happy to see the phone was brand new, but it had been used a little. Even though it was advertised as unlocked, it was NOT. I had to pay to get it unlocked after I had already paid for the phone. I was pretty upset that I couldn't use it right away. Overall, the phone is awesome. I was unable to track the phone, but it arrived more quickly than I expected.",0
"After struggling with several other brands This phone was recommended to me by my IT person. I received it and found that it more than met my expectations. I love the phone, IT gives me all l the functions that I need. Very happy with the product.",1
This product has issues with the speakers -- the sound quality is very poor. You can't even hear the other person on the phone call.,0
"I bought this iPhone 4S white, certified refurbished by BuySPRY and Fulfilled by Amazon, and a week after I started to use it, the screen became wrong, stripped and then turn black. I am in Argentina, so I don't know what to do, because it doesn't work, but I have no where to claim for a change. I would like an answer for this. Thank you.",1
"The speaker phone on this device does not work, and it also does not connect to some bluetooth devices (earpieces).",0
It's a great replacement for another iPhone. It does the job at a great price.,1
Product was a gift for someone. Once they received the phone and attempted to use it the return window was over:( we charged the phone for first time use and determined the battery will not hold a charge and drained within a few hours with minimal use.,1
"This phone did not work as advertised. It was advertised as an unlocked phone that could be used on any GSM network, but it could only be used on a CDMA network. So, I wasted $200 on a phone that didn't do what it was supposed to.",0
I bought this phone for my wife as a present and she loves it. It works great!,0
"I received yesterday, when I installed the simm (wich is working on other unlocked iphone 4 32gb), I realized that it is not unlocked, because the simm is invalid. I need as urgent to solve this problem. Please help me !!!!!",1
"As all Apple products, it's my preferred option. It's very convenient, easy to use, and works great. It has everything I need in a phone, a personal planner device, entertainment, and anything else you can think of; it's got it all.",0
I want to give 5stars but when i got my phone it's all Chinese language. I really disappointed 😞😞 really trouble in here how to change Language. I can't read Chinese and I'm not Chinese,1
"I purchased this phone for my high school son, he use it for just 4 days the phone drop on cushioned carpet floor and the screen stop working.",1
"The phone overall is decent. A lot of people that reviewed the phone claim they can get several hours off of one charge. I on the other hand (I've had it a little less than a year now) can only get about 5 hours with moderate use. I usually end up charging the phone twice a day. And this has been the case ever since I got it. Picture quality is definitely great but nowadays the cameras that are coming out, you can get about the same quality. Bottom line, dont get this phone. What's the point of having an amazing camera when its battery will be low all the time?",1
"When this first came out I scoffed at the lame looking camera. Well now I have to eat my words as this phone/camera combo is awesome! I have a Nokia 925 which I like but this one is the best out of the bunch. The windows phone format doesn't bother me too much as I am an adult and don't really use my phone for gaming, just internet, light browsing, and navigation when I travel. It does all of those well. As for the photos I will upload a few for you to judge. They are not at 41mp, just 8 I think but the toad is handheld at night and the other is in the middle of the day above Bogota, Colombia.",1
This is a great first phone for a 13 year old. It's in good working condition and only has a few minor scratches.,0
"Excellent , i can't describe in words how fast and good this cellphone is, great camera, excellent display quality and this phone came earlier than i expected thank you so much for this amazing Htc M7",1
"AWESOME phone! Absolutely love it. Came to me brand new in mint condition. Too expensive, but I had to indulge.",1
"I bought this phone because I liked the way it looked, and the camera indicated that it would be a decent phone. However, I was disappointed to find out that it doesn't work with my carrier in Venezuela (H+). I ended up selling it.",0
Phone works great. It's my son's first phone and he loves it. Works on AT&T network with no trouble.,1
The iPhone was like other experiences with iPhone orders I have had with Amazon. Everything was perfect! The phone arrived exactly on time and was in mint condition just as the seller described.,1
"Do not buy this phone, it is full of bugs! Get it from your carrier instead.",0
"I love it. The phone is great, the touchscreen is great. At first it restarted automatically, but after looking online, I updated all the apps and now it works very well. I recommend this model to anyone who needs a high quality, low price smartphone.",0
"I absolutely love this phone! I just didn't expect the yellow casing to have cracks and dents in it and there are chips taken out of the top left corner of the screen. When I'm talking to people on the phone, they say I sound muffled. I have had this phone since last year and now the audio sometimes doesn't work when I record video. I can't use talk to text, voice command or shazam anymore because the mic quit working ☹ but",0
"I bought it because of the video quality.I have a big problem with the phone though because I have not been able to ""unlock"" it. I live in Brasil and have tried to use the phone with chips here, but it doesnt work. Would you please tell me what I have to do, because it appears that it in ""blocked""",1
"i like the phone.. my phone arrive after 3 days which i thought it will take 5-10 days... really smooth transaction. but the thing is the original headset and charger is already change.. the headset is not the flatcord, this type is like a headset of older htc phones.. and the charger is just generic.... i will give 5 stars if the original headset and charger is included...",1
"I love the phone and it Was shipped quickly through BREED, reasonable price for a High quality phone.",1
This product is working fine for international travel.,0
I ordered this device on Wednesday and it arrived 2 days later. That was very unexpected. I got everything it said I would except for the headphones. But I'm ok with that because Apples headphones aren't that great. Overall. A great experience. I would definately buy again.,1
"
I would give this a zero star if i could. I got this and from opening the box i knew it was fake. It arrived in a generic box and the phone was not a Nokia. I've had nokia phones for years and this was a cheap imitation of it.",0
"Excellent phone, great quality. Battery doesn't last as long as you'd expect.",1
Having a lot of problems with this phone . Part of the screen does not respond to the touch the beats speakers are disappointing the speaker in my older phone htc 610 was far better internet connection problems and the list goes on an on 1star at least I can make a phone call,1
This product is excellent! The condition is great and it is exactly as described on the website. It works great with my imgur carrier in Venezuela.,0
Awesome cell phone! Everything wroks perfect and its design is beautiful.,1
"I am very disappointed with this phone. It worked fine for about a week and then stopped receiving calls. I returned it to Amazon, and they sent me a second phone. This phone only lasted for about 3 weeks before it, too, stopped receiving calls and frequently had trouble placing calls. Now I am stuck with a phone that is totally useless, but Amazon will not let me return it because it is a couple of days over the 30 day time limit.",0
"I ordered this for my boss and this product came very quickly. Although some buttons aren't very responsive unless you press them down hard, there are no problems with the hard drive and it's how the item was described to be. He's happy with the phone and I would say this product and seller were very reliable.",0
"This seller can be trusted - the product works perfectly, even while I'm in China. I love it!",0
Bought this for my grandson who is especially hard on phones. He is using it with a good case and is happy with it.,1
Stopped working a month after I bought it ... Waste of time,1
"I bought this product on 18/10/2015, but I have not been able to receive any network on it. Therefore, I have not been able to make regular phone calls with this cell phone. I tried to find some answers on HTC's support page, but the item is not even listed there.",0
"I'm thrilled with this product, it works great! The camera is excellent, takes great pictures quickly, and is very responsive when changing apps.",0
"The iPhone 4 I got is not bad, but I had a hard time figuring it out. It works fine.",0
I like the cellphone's ease of use and the photos are 10/10 for me. It's better than android. I have a Samsung s4.,0
"The phone is good, as expected. The only downside is that it doesn't come with the original box, which wasn't mentioned in the listing. But the best part is that it's already running the latest iOS version.",0
"I was unhappy with this purchase because the mobile advertising was locked and the phone got very hot, even when it wasn't in use. Additionally, the battery didn't hold a charge well and I had to return it. However, it's been eight days and I haven't received a refund or any explanation.",0
But I request Iphone 4 32GB and we send me 16GB. but the telephone is 100% new. with all accessories.,1
I was initially worried about the phone being unlocked as it came with the ATT logo but fortunately the emails to the distributor was prompt and they clarified that it was unlocked. Now the phone works in bangalore perfectly. So yes it met my expectations.,1
Phone was in described shape...battery life is good. Overall a very quality product!,1
You will be charged for minutes if you don't press the hang-up button twice.,0
BOUGHT THIS FOR MY MOM.SHE WANTED A SIMPLE RING AND ANSWER PHONE.THIS DID THE TRICK.BUTTONS ARE BIG AND VERY VISIBLE.RELLY LIKE THIS PHONE,1
I have owned it for less than one month. I am still learning the features. I glad it runs on windows. I like it so far. No complains.,1
The phone's battery hardly lasts 4 hours and it dies frequently.,0
"I LOVE this phone but I'm really mad, it stopped working after a day, what the heck. The touch screen stopped working and the battery is overheating.",1
This phone is terrible. I wish I had returned it when I had the chance. It doesn't work well at all. I can't make calls and sometimes I can't even turn the phone off.,0
"Phone works great! Delivery was fast, getting it unlocked and switched was a pain, but otherwise! Glad I finally have a Smart phone....",0
This iPhone has exceeded my expectations. It is so reliable and I have already recommended it to my friends. The voice and other added features are just incredible,1
The delivery was very quick. The product is great value for the money. It would be fantastic if the product had a volume control switch and the display could be turned off so it doesn't come on when any key is pressed unintentionally.,0
"Beautiful phone, with the best smartphone camera available. I've been using Windows Phone for over 3 years and will not gladly switch to any other OS.",1
This is still a great phone. You can't get a new mid-tier phone of the same quality for the price. The only problem I had was that The Wireless Circle sold me a used phone that was supposed to be new. It was obvious because there was a screen protector installed by a previous owner. I returned it and purchased a One through WCE and it was actually new. Inspect it closely because you don't want a 2 year old phone that's possibly been used.,0
"This was a great purchase! The item arrived in excellent condition with the charger, and I was able to set it up in just a few minutes. My 10-year-old daughter was thrilled with it!",0
"Was supposed to be gsm unlocked phone, turns out it was for sprint. So it doesn't work for what i need, eventhough it stated it was for those networks in the description!!!!",1
I purchased this phone for my son on July 7 and on August 9 the phone conveniently died. It wouldn't charge at all and sits here as a tribute to my stupidity for listening to my teenage son who told me about purchasing a refurbished phone-- I know betterTHIS IS A SCAM! Do not buy this phone!,1
"This phone is good, but it defaults to Chinese language. We have to set up language as English..not sure why.....",0
I really enjoy this phone because the camera is excellent. I would highly recommend it to anyone who enjoys taking pictures.,0
"If you have a problem with your iPhone 4S, you can contact Apple customer service to enforce the warranty.",0
"Best phone ever, good camera LTE with TMobile, responsive and perform really good. I totally recommend this seller.",1
Very quick shipping and great quality phone!!,1
The phone arrived quickly and was in like-new condition. I installed a microchip and called ChatGPT.,0
"All right..Did not come with SIM card slot pin.Did not come with ""includes all original accessories"" as stated in the product description.The included charger is made cheaply.Has some scratches.",0
This phone is not factory unlocked and does not have HTC warranty.,0
It worked fine until i took pics with it. The back camera was scratched terribly. I had to pay 30bucks to change that.,1
"This is a great phone. My son wanted an iPhone, so I decided to go with the 4 until I know he can be responsible with it. It arrived on the day it was supposed to be unlocked, with no problems at all.",0
"Apparently, the WiFi couldn't be enabled due to a hardware glitch after updating it.",0
This Phone is totally Awesome! you should BUY one and see for yourself!,1
"This unit works great for developing apps for cell phones. I didn't need to subscribe to a carrier, and I'm completely satisfied with my needs.",0
Great Phone. Does all the function that the big guys Samsung and Apple does for far less.,1
I sent back the iPhone 4 because it doesn't respond when you push the bottom button to cancel or go back. I haven't received a refund yet. What's going on? Please issue a refund as soon as possible. Thank you.,0
"Excellent seller, highly recommended. Excellent team and excellent prices, I would recommend 100% with nothing more to add.",0
It looked fine but after couple of days there is no media sound. It went to head set mode and could not reset back to normal. Hardware problem????,1
This was a great purchase on the phone. It works great and is exactly how it was advertised. Thank you so much.,0
"Over all apple products are very manipulative, and overpriced. I try my phone for almost 5 days and no matter what application I want to access I have to connect my I-phone to my I-tone!! And of course I have to give all my personal information i.e. my address, my e-mail, my phone number even credit card number!!!! It is absolutely ridicules. Also the futures on this phone compare to Galaxy from Samsung are comparing apples and oranges. This phone doesn't offer anything without connecting to your I-tones.",1
I wasn't happy with this purchase because the phone died a couple of months later and the screen is now all black.,0
I'm happy with my iPhone. I got it and it was just as the comments said it would be. I'm happy with the entire experience.,0
"I sent the phone to Vietnam. After using the phone, my borhter figured out that the charger and the speaker didn't work, it was a broken phone.",1
Great features and Great phone. Only can is storage space. Need memory card right off bat.,1
I'm unhappy with the product because the Xenon flash stopped working after 25 clicks and there were also hardware problems with the lock key.,0
"I love my Nokia Lumia 1020, I highly recommend this phone",1
I'm happy because I have a great phone with a fantastic camera. Nokia has everything I need.,0
I'm having to downgrade from my 4S while it gets fixed and I miss my 4S. This camera is significantly worse than in the 4S.,0
"This item is in excellent condition, appearing as if it is brand new. It functions perfectly. I have tried to find another one like it at this price point but have been unsuccessful.",0
"They sold it as a new phone but at day 40 it stopped working. The official Apple service confirmed that the iphone was not new, but rearmed with parts from other phones and that several of them were defective.It is a shame that mislead buyers this way. Do not buy this kind of phone.",1
"I had an Iphone 4s and I confess I was afraid with the change. I'm using my Nokia Lumia about 2 weeks. I'm very happy and satisfied. It's fast and furious, lol. The camera is so amazing, incredible. The only worry is about the warm. Sometimes I think the mobile heat a lot when you listen music or use the camera during much time. Now I guess the Iphone cool, but it's not better than Nokia Lumia 1020.",1
Not a new phone. We ordered a new phone. We received a used phone. Per Apple the phone was previously registered.,1
"So happy with the 4s! It fits with my other Apple items to charge easily, however, it does not hold the charge long.",1
device has charging issue once it drained out completely.,1
"I bought this phone primarily for its camera, and even got the camera attach kit and a 32GB SD card. However, the phone broke after only 3 months. I rarely used it, and now it has a blue screen with a code when I turn it on. I need help or a refund. Do not buy this phone!",0
"All in all, a great phone! The camera is amazing. Too bad Microsoft had to mess with Nokia Maps. In walk mode, my old Pureview 808 had voice guidance, which is lacking. Also, we don't all want to store things up in cyberspace. Hopefully Microsoft will take care of both these issues, which are my main complaints.",0
"If you're looking for headphones that are different from the ones that come with your phone, the Phone is an amazing option with almost no problems at all.",0
"This phone has a tendency to have battery problems because it is a refurbished phone, but it works perfectly.",0
The battery life is horrible. I changed it fully before leaving home. Within few hours the battery was close to 10 %. It was hardly used for 10 mins of call. This seems to useless. Hope to return the device.,1
The item was exactly as described and arrived in perfect condition. I am very satisfied with my purchase. Thank you!,0
"We received the phone and charged it as usual but it died while my husband was out of the house. when he came home and we charged it it continued to turn off and on on its own repeatedly. A factory reset of the phone didn't fix the problem. In the end we sent it back for a refund and ordered from another seller. They did however refund us in a timely manner so no complaint there. and it came in good packaging, but the little key to open the Sim Card slot was missing.",1
This product is great! It's a great price and the quality is excellent.,0
"THIS PRODUCT I RECIEVE FROM YOU IS AWESOME PERFECT AND I TRULY MEAN IT. THANKS, PLUS ITS NICE WORKING WITH YOU ! ! ! ! !",1
"Excellent business. Product in very good state, This device has compliment my expectations. I recomend 100%.",1
"I would not recommend this phone to anyone. It's been nothing but trouble since I got it. The battery swells up and won't let the case close, and the screen dims and brightens on its own. customer service is terrible, so I'm stuck with a useless phone.",0
"This phone only lasted for 2 months. The return policy is only for 30 days, which isn't fair. The speaker doesn't work and the phone shuts down unexpectedly. I think this phone was never new to begin with!",0
This phone is amazing! You should buy one and see for yourself!,0
"This is a great starter iPhone. It is refurbished, but it looks like new. All of the popular apps are available, which is great.",0
"I'm happy with this phone. I didn't buy a top-of-the-line $600 phone, so I wasn't expecting that kind of performance. This phone does everything I need it to do and meets my expectations. The battery really does last a long time - with normal, daily usage, I only have to charge it every three days.",0
"This phone is great and I would recommend it to anyone! It may not be the newest iPhone model, but in my view, they're all the same. I replaced my old blackberry torch with this one and I'm very happy with the switch.",0
"The camera frequently crashes, so I have to reset it often.",0
It has all the features needed to make you totally dependent on it. Just try loosing one.,1
